id,order_date,user_id,product_id,quality
24,2019-01-03,62746,1,1
8989,2019-01-01,53424,28,1
8990,2019-01-01,53424,28,1
8991,2019-01-01,53424,28,1
8992,2019-01-01,53424,28,1
8993,2019-01-01,53424,28,1
8994,2019-01-01,53424,28,1
8995,2019-01-01,53424,28,1
8996,2019-01-01,53424,28,1
8997,2019-01-01,53424,28,1
8998,2019-01-01,53424,28,1
8999,2019-01-01,53424,28,1
9000,2019-01-01,53424,28,1
9001,2019-01-01,77226,18,1
9002,2019-01-01,77226,18,1
9003,2019-01-01,77226,18,1
9004,2019-01-01,77226,18,1
9005,2019-01-01,77226,18,1
9006,2019-01-01,67632,1,1
9007,2019-01-01,67632,1,1
9008,2019-01-01,63167,1,1
9009,2019-01-01,63167,1,1
9010,2019-01-01,63167,1,1
9011,2019-01-01,63167,1,1
9012,2019-01-01,63167,1,1
9013,2019-01-01,63167,1,1
9014,2019-01-01,63167,1,1
9015,2019-01-01,63167,1,1
9016,2019-01-01,63167,1,1
9017,2019-01-01,63167,1,1
9018,2019-01-01,63167,1,1
9019,2019-01-01,63167,1,1
9020,2019-01-01,63167,1,1
9021,2019-01-01,63167,1,1
9022,2019-01-01,63167,1,1
9023,2019-01-01,63167,1,1
9024,2019-01-01,63167,1,1
9025,2019-01-01,63167,1,1
9026,2019-01-01,63167,1,1
9027,2019-01-01,63167,1,1
9028,2019-01-01,32047,29,1
9029,2019-01-01,32047,29,1
9032,2019-01-01,27840,1,1
9033,2019-01-01,27840,1,1
9034,2019-01-01,77188,28,1
9035,2019-01-01,77188,28,1
9036,2019-01-01,77188,28,1
9037,2019-01-01,77188,28,1
9038,2019-01-01,77188,28,1
9039,2019-01-01,77188,28,1
9040,2019-01-01,77188,28,1
9041,2019-01-01,77188,28,1
9042,2019-01-01,77188,28,1
9043,2019-01-01,77188,28,1
9044,2019-01-01,77188,28,1
9045,2019-01-01,77188,28,1
9046,2019-01-01,77188,28,1
9047,2019-01-01,57982,1,1
9048,2019-01-01,57982,1,1
9049,2019-01-01,57982,1,1
9050,2019-01-01,51210,18,1
9051,2019-01-01,51210,18,1
9052,2019-01-01,51210,18,1
9053,2019-01-01,51210,18,1
9054,2019-01-01,51210,18,1
9055,2019-01-01,79399,18,1
9056,2019-01-01,79399,18,1
9057,2019-01-01,79399,18,1
9058,2019-01-01,65496,1,1
9059,2019-01-01,65496,1,1
9060,2019-01-01,79429,28,1
9061,2019-01-01,79429,28,1
9062,2019-01-01,79429,28,1
9063,2019-01-01,79429,28,1
9064,2019-01-01,72250,1,1
9065,2019-01-01,72250,1,1
9066,2019-01-01,72250,1,1
9067,2019-01-01,72250,1,1
9068,2019-01-01,72250,1,1
9069,2019-01-01,72250,1,1
9070,2019-01-01,72250,1,1
9071,2019-01-01,72250,1,1
9072,2019-01-01,72250,1,1
9073,2019-01-01,72250,1,1
9074,2019-01-01,72250,1,1
9075,2019-01-01,72250,1,1
9076,2019-01-01,72250,1,1
9077,2019-01-01,72250,1,1
9078,2019-01-01,72250,1,1
9079,2019-01-01,72250,1,1
9080,2019-01-01,72250,1,1
9081,2019-01-01,72250,1,1
9082,2019-01-01,72250,1,1
9083,2019-01-01,42153,1,1
9084,2019-01-01,42153,1,1
9085,2019-01-01,66715,1,1
9086,2019-01-01,66715,1,1
9089,2019-01-01,78557,28,1
9090,2019-01-01,78557,28,1
9091,2019-01-01,78557,28,1
9092,2019-01-01,38412,21,1
9093,2019-01-01,38412,21,1
9094,2019-01-01,67582,1,2
9095,2019-01-01,67582,1,2
9096,2019-01-01,67582,1,2
9097,2019-01-01,67582,1,2
9098,2019-01-01,67582,1,2
9099,2019-01-01,75389,1,1
9100,2019-01-01,75389,1,1
9101,2019-01-01,64454,1,1
9102,2019-01-01,64454,1,1
9103,2019-01-01,57113,1,1
9104,2019-01-01,57113,1,1
9105,2019-01-01,57113,1,1
9106,2019-01-01,57113,1,1
9107,2019-01-01,73517,1,1
9108,2019-01-01,73517,1,1
9109,2019-01-01,73517,1,1
9110,2019-01-01,79211,1,1
9111,2019-01-01,79211,1,1
9114,2019-01-01,79090,1,1
9115,2019-01-01,79090,1,1
9116,2019-01-01,76714,18,2
9117,2019-01-01,76714,18,2
9118,2019-01-01,76714,18,2
9119,2019-01-01,76714,18,2
9120,2019-01-01,76714,18,2
9121,2019-01-01,25141,28,1
9122,2019-01-01,25141,28,1
9123,2019-01-01,25141,28,1
9124,2019-01-01,56508,39,1
9125,2019-01-01,56508,39,1
9126,2019-01-01,56508,39,1
9127,2019-01-01,73124,48,2
9128,2019-01-01,73124,48,2
9129,2019-01-01,73124,48,2
9132,2019-01-01,67147,1,1
9133,2019-01-01,67147,1,1
9134,2019-01-01,67147,1,1
9135,2019-01-01,67147,1,1
9136,2019-01-01,67147,1,1
9137,2019-01-01,67147,1,1
9138,2019-01-01,67147,1,1
9139,2019-01-01,67147,1,1
9140,2019-01-01,67147,1,1
9141,2019-01-01,67147,1,1
9142,2019-01-01,67147,1,1
9143,2019-01-01,67147,1,1
9144,2019-01-01,67147,1,1
9145,2019-01-01,67147,1,1
9146,2019-01-01,67147,1,1
9147,2019-01-01,67147,1,1
9148,2019-01-01,67147,1,1
9149,2019-01-01,67147,1,1
9150,2019-01-01,67147,1,1
9151,2019-01-01,67147,1,1
9152,2019-01-01,73124,1,2
9153,2019-01-01,73124,1,2
9154,2019-01-01,73124,1,2
9155,2019-01-01,73124,1,2
9156,2019-01-01,73124,1,2
9157,2019-01-01,65579,1,1
9158,2019-01-01,65579,1,1
9161,2019-01-01,39650,18,1
9162,2019-01-01,39650,18,1
9163,2019-01-01,39650,18,1
9164,2019-01-01,39650,18,1
9165,2019-01-01,39650,18,1
9166,2019-01-01,79089,1,1
9167,2019-01-01,79089,1,1
9168,2019-01-01,79089,1,1
9169,2019-01-01,79089,1,1
9170,2019-01-01,35194,18,1
9171,2019-01-01,35194,18,1
9172,2019-01-01,35194,18,1
9173,2019-01-01,35194,18,1
9174,2019-01-01,35194,18,1
9175,2019-01-01,35194,18,1
9176,2019-01-01,35194,18,1
9177,2019-01-01,35194,18,1
9178,2019-01-01,35194,18,1
9179,2019-01-01,79468,20,1
9180,2019-01-01,79468,20,1
9181,2019-01-01,79468,20,1
9182,2019-01-01,79468,20,1
9183,2019-01-01,79468,20,1
9184,2019-01-01,79468,20,1
9185,2019-01-01,79468,20,1
9186,2019-01-01,79468,20,1
9187,2019-01-01,79468,20,1
9188,2019-01-01,79468,20,1
9189,2019-01-01,37581,1,1
9190,2019-01-01,37581,1,1
9191,2019-01-01,62272,22,1
9192,2019-01-01,62272,22,1
9193,2019-01-01,56004,1,1
9194,2019-01-01,56004,1,1
9195,2019-01-01,76376,18,1
9196,2019-01-01,76376,18,1
9197,2019-01-01,76376,18,1
9198,2019-01-01,76376,18,1
9199,2019-01-01,76376,18,1
9200,2019-01-01,76376,18,1
9201,2019-01-01,78097,1,1
9202,2019-01-01,78097,1,1
9203,2019-01-01,62542,18,1
9204,2019-01-01,62542,18,1
9205,2019-01-01,78057,1,2
9206,2019-01-01,78057,1,2
9207,2019-01-01,78057,1,2
9208,2019-01-01,78057,1,2
9209,2019-01-01,78057,1,2
9210,2019-01-01,60854,28,1
9211,2019-01-01,60854,28,1
9212,2019-01-01,60854,28,1
9213,2019-01-01,60854,28,1
9214,2019-01-01,60854,28,1
9215,2019-01-01,60854,28,1
9216,2019-01-01,60854,28,1
9217,2019-01-01,60854,28,1
9218,2019-01-01,60854,28,1
9219,2019-01-01,60854,28,1
9220,2019-01-01,67849,37,1
9221,2019-01-01,67849,37,1
9222,2019-01-01,34028,37,1
9223,2019-01-01,34028,37,1
9224,2019-01-01,34028,37,1
9225,2019-01-01,34028,37,1
9226,2019-01-01,34028,37,1
9227,2019-01-01,34028,37,1
9228,2019-01-01,34028,37,1
9229,2019-01-01,72966,20,1
9230,2019-01-01,72966,20,1
9231,2019-01-01,72966,20,1
9232,2019-01-01,72966,20,1
9233,2019-01-01,72966,20,1
9234,2019-01-01,72966,20,1
9235,2019-01-01,79469,28,1
9236,2019-01-01,79469,28,1
9237,2019-01-01,79469,28,1
9238,2019-01-01,79469,28,1
9239,2019-01-01,79469,28,1
9240,2019-01-01,79469,28,1
9251,2019-01-01,30878,51,1
9252,2019-01-01,30878,51,1
9253,2019-01-01,30644,18,2
9254,2019-01-01,30644,18,2
9255,2019-01-01,30644,18,2
9256,2019-01-01,30644,18,2
9257,2019-01-01,79164,1,1
9258,2019-01-01,79164,1,1
9259,2019-01-01,28843,1,1
9260,2019-01-01,28843,1,1
9261,2019-01-01,28843,1,1
9262,2019-01-01,28843,1,1
9263,2019-01-01,28843,1,1
9264,2019-01-01,28843,1,1
9265,2019-01-01,28843,1,1
9266,2019-01-01,28843,1,1
9267,2019-01-01,28843,1,1
9268,2019-01-01,28843,1,1
9269,2019-01-01,28843,1,1
9270,2019-01-01,28843,1,1
9271,2019-01-01,28843,1,1
9272,2019-01-01,28843,1,1
9273,2019-01-01,28843,1,1
9274,2019-01-01,4188,18,1
9275,2019-01-01,4188,18,1
9276,2019-01-01,4188,18,1
9277,2019-01-01,44041,1,1
9278,2019-01-01,44041,1,1
9279,2019-01-01,44041,1,1
9280,2019-01-01,44041,1,1
9281,2019-01-01,44041,1,1
9282,2019-01-01,42061,40,1
9283,2019-01-01,42061,40,1
9284,2019-01-01,35135,18,1
9285,2019-01-01,35135,18,1
9286,2019-01-01,35135,18,1
9287,2019-01-01,35135,18,1
9288,2019-01-01,35135,18,1
9289,2019-01-01,35135,18,1
9290,2019-01-01,35135,18,1
9291,2019-01-01,35135,18,1
9302,2019-01-01,46067,20,1
9303,2019-01-01,46067,20,1
9304,2019-01-01,79422,48,1
9305,2019-01-01,79422,48,1
9306,2019-01-01,79422,48,1
9307,2019-01-01,44039,28,1
9308,2019-01-01,44039,28,1
9309,2019-01-01,44039,28,1
9310,2019-01-01,44039,28,1
9311,2019-01-01,44039,28,1
9312,2019-01-01,68198,37,1
9313,2019-01-01,68198,37,1
9314,2019-01-01,69132,1,1
9315,2019-01-01,69132,1,1
9316,2019-01-01,69132,1,1
9317,2019-01-01,69132,1,1
9318,2019-01-01,69132,1,1
9319,2019-01-01,69132,1,1
9320,2019-01-01,69132,1,1
9321,2019-01-01,69132,1,1
9322,2019-01-01,69132,1,1
9323,2019-01-01,69132,1,1
9324,2019-01-01,69132,1,1
